weathertypeid,locationid,eventdate,severity
1,324,2020-09-08,Severe
2,129,2020-03-31,Light
1,60,2020-06-23,Severe
1,263,2020-09-29,Severe
1,723,2020-08-23,Severe
2,473,2020-04-29,Moderate
1,724,2020-10-11,Moderate
2,725,2020-01-26,Light
2,3,2020-03-04,Light
2,540,2020-04-06,Light
2,495,2020-06-06,Light
1,728,2020-08-22,Severe
2,729,2020-11-26,Light
1,730,2020-07-31,Severe
2,731,2020-07-15,Light
1,732,2020-08-24,Severe
2,59,2020-02-06,Light
2,336,2020-09-28,Light
1,734,2020-11-30,Severe
2,735,2020-11-06,Light
2,368,2020-12-14,Moderate
1,736,2020-10-22,Severe
5,344,2020-12-19,Severe
2,737,2020-09-27,Light
2,292,2020-09-09,Moderate
2,204,2020-05-25,Light
3,321,2020-03-15,Light
2,534,2020-03-19,Light
2,59,2020-10-24,Heavy
2,740,2020-06-21,Light
1,741,2020-06-17,Moderate
1,676,2020-04-06,Moderate
1,742,2020-11-03,Severe
1,743,2020-01-03,Severe
1,744,2020-09-16,Severe
2,484,2020-10-06,Light
1,4,2020-11-07,Severe
1,473,2020-05-25,Severe
2,132,2020-09-28,Light
3,46,2020-11-06,Moderate
3,745,2020-01-27,Light
2,746,2020-11-11,Light
2,126,2020-03-31,Light
1,747,2020-07-30,Severe
2,748,2020-12-26,Light
3,685,2020-10-21,Light
1,749,2020-05-24,Severe
2,750,2020-05-15,Heavy
2,751,2020-06-07,Light
2,175,2020-10-17,Light
1,299,2020-05-26,Moderate
2,247,2020-09-25,Moderate
1,479,2020-02-01,Severe
3,752,2020-02-05,Heavy
1,753,2020-07-24,Severe
2,754,2020-12-19,Light
2,563,2020-03-13,Light
2,321,2020-03-02,Light
1,756,2020-01-27,Severe
1,757,2020-02-15,Severe
1,758,2020-05-14,Severe
3,526,2020-01-15,Light
2,292,2020-02-19,Light
2,546,2020-07-24,Light
1,759,2020-03-24,Severe
1,622,2020-09-02,Severe
2,11,2020-12-16,Light
2,760,2020-12-31,Light
3,761,2020-03-12,Light
5,762,2020-12-28,Severe
2,763,2020-07-21,Light
2,453,2020-12-31,Light
1,432,2020-07-14,Moderate
1,654,2020-04-19,Severe
2,764,2020-10-16,Moderate
1,336,2020-11-11,Severe
3,296,2020-09-08,Light
1,765,2020-02-12,Severe
1,250,2020-11-15,Moderate
2,632,2020-01-28,Moderate
2,547,2020-11-27,Light
3,255,2020-11-12,Light
2,513,2020-03-28,Light
2,467,2020-11-30,Moderate
1,766,2020-03-15,Severe
2,198,2020-01-16,Moderate
1,372,2020-07-13,Severe
1,268,2020-08-23,Severe
2,768,2020-07-21,Light
1,147,2020-10-23,Severe
3,156,2020-02-26,Light
1,769,2020-07-31,Severe
1,770,2020-01-17,Severe
2,771,2020-03-23,Light
3,220,2020-03-06,Light
2,60,2020-05-31,Light
2,59,2020-04-23,Light
2,773,2020-10-17,Light
2,774,2020-10-07,Light
1,605,2020-01-08,Severe
1,306,2020-11-11,Severe
1,775,2020-01-08,Moderate
1,638,2020-05-13,Severe
1,470,2020-02-26,Severe
2,776,2020-04-10,Moderate
1,777,2020-02-18,Severe
4,778,2020-08-23,UNK
1,695,2020-08-22,Moderate
2,779,2020-12-11,Light
2,303,2020-01-27,Light
3,780,2020-01-25,Light
2,781,2020-09-02,Light
5,782,2020-12-02,Severe
3,136,2020-02-27,Light
4,758,2020-06-03,UNK
2,784,2020-06-03,Moderate
2,513,2020-06-15,Moderate
3,785,2020-03-20,Light
2,786,2020-04-19,Light
2,737,2020-12-20,Light
2,787,2020-07-02,Light
3,490,2020-02-09,Light
2,788,2020-06-25,Light
2,204,2020-10-11,Light
2,158,2020-12-28,Light
2,789,2020-02-12,Light
2,167,2020-03-02,Light
1,406,2020-10-11,Severe
1,790,2020-09-24,Moderate
3,791,2020-03-14,Moderate
3,792,2020-02-07,Light
3,377,2020-01-26,Light
1,470,2020-08-27,Moderate
1,273,2020-12-08,Severe
2,563,2020-04-07,Light
2,793,2020-07-30,Light
2,481,2020-03-14,Light
2,794,2020-06-07,Light
2,795,2020-10-27,Light
2,639,2020-03-15,Light
3,796,2020-01-04,Light
2,555,2020-05-10,Moderate
1,797,2020-08-30,Severe
1,798,2020-08-27,Severe
2,2,2020-10-14,Light
3,86,2020-04-15,Moderate
2,59,2020-04-30,Moderate
1,800,2020-03-18,Severe
1,801,2020-08-22,Moderate
2,613,2020-04-05,Light
2,6,2020-08-22,Light
3,803,2020-02-07,Light
2,520,2020-06-22,Light
2,804,2020-03-19,Light
2,273,2020-11-06,Light
2,805,2020-04-02,Moderate
1,664,2020-12-03,Severe
2,242,2020-01-05,Light
2,635,2020-10-03,Heavy
1,12,2020-06-24,Moderate
2,807,2020-10-26,Light
2,808,2020-04-20,Light
2,56,2020-07-25,Light
2,725,2020-01-02,Light
2,809,2020-05-19,Light
3,810,2020-04-12,Light
2,649,2020-04-04,Light
1,811,2020-12-30,Severe
5,304,2020-07-07,Severe
2,795,2020-05-25,Light
1,812,2020-01-11,Severe
2,398,2020-07-23,Light
1,813,2020-11-06,Severe
3,345,2020-02-29,Light
2,294,2020-05-09,Light
3,411,2020-03-07,Light
5,815,2020-10-09,Severe
2,406,2020-08-07,Light
2,816,2020-09-30,Light
2,781,2020-03-29,Light
3,817,2020-02-03,Light
2,639,2020-04-29,Moderate
2,818,2020-05-19,Light
2,157,2020-06-14,Light
2,819,2020-01-11,Light
2,501,2020-07-01,Light
3,525,2020-04-04,Heavy
2,311,2020-06-03,Light
2,821,2020-02-26,Light
2,822,2020-09-21,Light
2,823,2020-01-19,Light
1,824,2020-12-18,Severe
2,308,2020-09-24,Moderate
3,825,2020-01-18,Moderate
3,826,2020-03-19,Light
3,346,2020-02-13,Light
2,685,2020-06-06,Light
2,759,2020-02-12,Light
1,138,2020-11-05,Moderate
3,527,2020-04-21,Light
4,686,2020-11-29,UNK
1,828,2020-05-29,Severe
1,569,2020-09-08,Severe
1,156,2020-02-28,Severe
3,829,2020-03-29,Light
2,173,2020-12-31,Light
1,828,2020-07-11,Severe
2,159,2020-02-20,Light
1,830,2020-08-25,Severe
1,265,2020-12-27,Moderate
2,746,2020-06-05,Light
3,831,2020-03-27,Light
2,832,2020-12-10,Moderate
2,833,2020-04-29,Light
1,834,2020-12-12,Severe
2,512,2020-11-12,Heavy
1,608,2020-08-02,Severe
1,203,2020-07-17,Moderate
2,836,2020-05-05,Light
2,837,2020-05-23,Heavy
2,838,2020-06-27,Light
2,839,2020-03-09,Light
1,612,2020-01-15,Moderate
1,776,2020-02-20,Moderate
2,840,2020-05-01,Light
2,841,2020-01-04,Light
1,662,2020-08-15,Severe
1,246,2020-11-13,Moderate
2,842,2020-08-22,Light
2,843,2020-05-18,Light
3,844,2020-02-13,Light
1,845,2020-09-12,Severe
3,729,2020-12-25,Light
1,846,2020-08-11,Severe
2,234,2020-01-02,Moderate
2,848,2020-10-23,Moderate
2,803,2020-10-22,Light
1,748,2020-04-25,Severe
1,849,2020-12-12,Severe
2,833,2020-03-19,Moderate
3,659,2020-02-10,Light
4,608,2020-11-20,UNK
2,540,2020-07-06,Light
1,850,2020-05-15,Severe
2,851,2020-03-23,Light
2,126,2020-05-23,Moderate
1,265,2020-08-05,Severe
2,852,2020-10-19,Light
3,346,2020-02-20,Light
1,479,2020-10-21,Severe
1,268,2020-08-09,Severe
2,853,2020-04-20,Light
3,3,2020-01-20,Light
1,317,2020-08-12,Severe
1,414,2020-02-09,Severe
2,415,2020-12-12,Light
1,268,2020-01-04,Severe
2,12,2020-02-09,Light
4,586,2020-06-22,UNK
2,411,2020-04-19,Moderate
2,304,2020-05-22,Light
1,97,2020-12-04,Severe
3,856,2020-04-16,Light
3,105,2020-02-13,Light
2,857,2020-12-25,Light
3,213,2020-03-25,Light
1,65,2020-08-25,Severe
2,124,2020-02-25,Light
2,859,2020-06-16,Light
1,829,2020-05-24,Severe
2,579,2020-03-31,Light
2,157,2020-06-06,Light
1,860,2020-09-11,Severe
2,861,2020-09-30,Heavy
1,685,2020-12-11,Severe
3,633,2020-02-26,Light
1,525,2020-07-19,Moderate
2,145,2020-03-29,Light
2,863,2020-03-30,Light
5,864,2020-01-25,Severe
1,589,2020-02-18,Severe
2,865,2020-09-21,Light
2,866,2020-01-07,Moderate
1,250,2020-12-15,Moderate
3,867,2020-02-11,Light
2,95,2020-12-24,Light
2,44,2020-10-11,Light
2,796,2020-03-30,Light
3,699,2020-02-14,Light
1,569,2020-10-24,Severe
5,5,2020-03-06,Severe
1,285,2020-07-11,Severe
2,613,2020-05-14,Light
1,658,2020-06-09,Severe
2,868,2020-09-11,Light
2,869,2020-07-21,Light
2,870,2020-03-13,Moderate
1,282,2020-01-31,Severe
1,149,2020-03-21,Severe
2,503,2020-03-31,Light
3,556,2020-12-13,Light
2,327,2020-06-28,Light
1,528,2020-03-26,Severe
3,5,2020-12-31,Light
2,692,2020-05-21,Light
1,204,2020-06-02,Severe
1,706,2020-01-14,Severe
2,280,2020-11-25,Moderate
5,273,2020-01-03,Severe
2,305,2020-01-04,Light
2,286,2020-06-09,Light
1,662,2020-10-14,Severe
2,43,2020-02-01,Light
2,573,2020-10-12,Light
1,874,2020-01-26,Severe
1,324,2020-03-17,Severe
2,431,2020-02-11,Light
2,475,2020-04-13,Moderate
3,239,2020-12-25,Light
3,875,2020-01-17,Light
1,876,2020-04-16,Moderate
2,389,2020-09-09,Light
2,203,2020-05-15,Light
2,878,2020-10-25,Light
1,879,2020-02-10,Moderate
2,650,2020-06-04,Light
2,731,2020-05-01,Light
2,94,2020-09-12,Moderate
2,229,2020-02-18,Light
1,226,2020-09-01,Moderate
1,196,2020-09-26,Moderate
1,881,2020-11-25,Severe
2,386,2020-04-13,Light
2,882,2020-11-29,Light
2,159,2020-12-30,Light
2,153,2020-08-22,Light
3,293,2020-02-10,Light
2,883,2020-03-22,Light
1,253,2020-08-21,Moderate
2,884,2020-08-04,Heavy
2,323,2020-03-17,Light
1,157,2020-09-11,Severe
2,776,2020-02-22,Light
3,145,2020-01-15,Heavy
2,240,2020-01-04,Light
3,197,2020-02-05,Light
2,354,2020-06-07,Light
1,547,2020-10-08,Severe
2,825,2020-05-23,Light
1,705,2020-03-04,Severe
1,846,2020-03-12,Severe
2,882,2020-12-04,Heavy
3,752,2020-10-27,Moderate
2,885,2020-07-16,Light
2,512,2020-07-31,Heavy
3,852,2020-02-29,Light
1,723,2020-06-04,Severe
3,886,2020-02-28,Light
2,887,2020-09-26,Light
4,93,2020-07-10,UNK
2,167,2020-07-08,Light
2,123,2020-11-30,Moderate
6,224,2020-02-12,Severe
2,706,2020-10-18,Light
1,447,2020-08-04,Severe
2,136,2020-07-20,Light
1,5,2020-12-13,Severe
2,307,2020-02-23,Light
2,561,2020-09-12,Light
2,888,2020-09-10,Light
2,3,2020-06-02,Light
3,292,2020-02-20,Light
2,460,2020-01-26,Light
2,413,2020-09-08,Light
2,446,2020-04-30,Light
2,889,2020-06-27,Light
2,890,2020-04-05,Light
2,46,2020-05-20,Light
1,475,2020-09-22,Severe
2,248,2020-03-04,Light
5,22,2020-11-23,Severe
2,892,2020-05-16,Light
4,234,2020-06-23,UNK
2,761,2020-11-11,Light
2,464,2020-12-15,Light
2,895,2020-10-16,Moderate
2,443,2020-03-04,Light
1,570,2020-09-12,Moderate
2,861,2020-07-24,Light
1,287,2020-11-10,Severe
1,175,2020-08-24,Severe
3,5,2020-02-27,Light
1,54,2020-11-27,Severe
2,253,2020-11-11,Light
3,283,2020-01-14,Light
1,896,2020-07-11,Severe
1,64,2020-01-24,Severe
2,897,2020-03-16,Light
1,273,2020-02-17,Severe
4,581,2020-11-12,UNK
2,898,2020-01-13,Light
2,115,2020-03-15,Light
1,274,2020-01-15,Severe
1,571,2020-09-20,Severe
2,586,2020-03-31,Light
2,105,2020-11-26,Light
1,311,2020-09-28,Severe
2,901,2020-10-12,Moderate
2,902,2020-07-25,Light
3,549,2020-10-27,Light
1,56,2020-03-20,Severe
3,903,2020-01-24,Light
2,248,2020-02-06,Light
1,904,2020-02-11,Severe
1,471,2020-03-17,Severe
1,761,2020-08-23,Severe
2,905,2020-05-14,Light
2,82,2020-04-26,Light
2,907,2020-03-19,Heavy
2,908,2020-09-28,Light
2,750,2020-08-28,Heavy
2,829,2020-07-26,Light
5,909,2020-03-21,Severe
3,595,2020-04-15,Light
2,910,2020-02-24,Light
1,403,2020-07-07,Severe
2,24,2020-08-28,Moderate
2,126,2020-08-22,Light
1,912,2020-07-28,Severe
2,913,2020-04-30,Light
3,570,2020-03-29,Moderate
2,208,2020-02-06,Light
1,914,2020-01-18,Moderate
2,384,2020-12-31,Light
1,770,2020-02-18,Moderate
1,915,2020-11-03,Moderate
2,904,2020-10-19,Light
2,916,2020-10-27,Moderate
1,368,2020-11-21,Severe
3,80,2020-03-23,Heavy
1,299,2020-09-21,Severe
5,242,2020-09-03,Severe
1,918,2020-07-05,Moderate
2,26,2020-08-07,Heavy
1,919,2020-12-11,Severe
2,535,2020-01-03,Light
2,182,2020-06-18,Light
2,421,2020-06-27,Light
2,537,2020-11-24,Light
1,655,2020-08-13,Severe
2,276,2020-02-27,Light
2,922,2020-03-18,Light
2,866,2020-12-24,Heavy
3,267,2020-03-12,Light
2,923,2020-12-31,Light
2,924,2020-11-25,Light
2,26,2020-04-19,Light
1,273,2020-06-21,Severe
2,925,2020-05-10,Light
2,926,2020-05-12,Light
3,93,2020-02-10,Light
1,809,2020-04-06,Severe
2,927,2020-04-07,Light
3,928,2020-04-07,Light
1,650,2020-10-05,Severe
2,411,2020-02-07,Light
2,929,2020-08-25,Light
2,930,2020-07-13,Light
1,58,2020-06-29,Severe
1,932,2020-03-12,Moderate
2,933,2020-02-07,Light
3,528,2020-01-18,Light
2,934,2020-04-01,Light
2,546,2020-11-11,Light
2,935,2020-12-14,Light
3,936,2020-01-13,Light
2,937,2020-10-29,Moderate
1,254,2020-11-03,Severe
5,938,2020-06-24,Severe
1,742,2020-03-26,Severe
2,378,2020-07-10,Light
1,97,2020-12-06,Severe
1,186,2020-08-22,Severe
2,384,2020-08-20,Light
2,41,2020-04-22,Light
2,243,2020-10-26,Light
1,939,2020-09-13,Moderate
2,940,2020-10-11,Light
2,233,2020-02-01,Light
3,642,2020-02-07,Light
2,151,2020-08-10,Heavy
2,442,2020-09-28,Moderate
2,100,2020-12-14,Moderate
3,941,2020-12-15,Light
5,942,2020-10-27,Severe
3,56,2020-02-02,Light
1,220,2020-02-29,Moderate
1,599,2020-06-29,Severe
2,392,2020-09-04,Light
2,180,2020-01-18,Moderate
2,454,2020-02-24,Light
5,945,2020-10-25,Severe
2,946,2020-05-19,Light
4,947,2020-01-02,UNK
1,246,2020-02-10,Severe
1,96,2020-11-14,Moderate
1,166,2020-01-24,Severe
3,949,2020-11-12,Light
2,950,2020-12-31,Light
1,156,2020-04-29,Severe
2,629,2020-03-17,Moderate
3,951,2020-03-15,Light
3,130,2020-04-17,Light
3,112,2020-12-05,Moderate
2,409,2020-05-29,Light
1,600,2020-01-29,Moderate
1,346,2020-06-21,Severe
2,952,2020-03-21,Light
2,398,2020-02-20,Light
1,311,2020-12-21,Severe
3,3,2020-01-08,Light
1,953,2020-10-26,Severe
2,954,2020-04-03,Light
1,889,2020-12-29,Severe
3,438,2020-02-13,Light
2,421,2020-08-27,Light
3,955,2020-02-05,Light
2,956,2020-05-12,Moderate
3,540,2020-03-20,Light
2,949,2020-08-10,Light
1,72,2020-08-12,Severe
2,596,2020-07-06,Moderate
1,957,2020-11-03,Moderate
1,784,2020-07-29,Severe
2,20,2020-12-31,Light
2,958,2020-11-30,Light
2,959,2020-05-22,Moderate
2,251,2020-03-28,Light
2,515,2020-04-24,Light
1,159,2020-08-02,Severe
2,203,2020-03-10,Light
1,960,2020-01-23,Severe
2,443,2020-01-27,Light
1,961,2020-09-11,Moderate
1,957,2020-05-10,Moderate
2,962,2020-10-18,Light
2,27,2020-08-28,Light
2,203,2020-08-29,Light
3,965,2020-12-11,Light
2,553,2020-07-11,Light
1,323,2020-08-21,Severe
2,226,2020-01-02,Moderate
2,966,2020-09-08,Light
2,764,2020-02-06,Light
2,897,2020-03-16,Moderate
2,946,2020-01-07,Light
3,366,2020-11-11,Light
2,967,2020-08-04,Moderate
1,968,2020-09-17,Severe
2,969,2020-11-10,Light
2,970,2020-05-03,Moderate
2,215,2020-01-28,Light
2,141,2020-05-28,Light
2,971,2020-05-22,Light
3,710,2020-01-05,Light
2,972,2020-03-19,Moderate
2,973,2020-05-12,Light
2,451,2020-12-13,Light
2,12,2020-05-16,Light
2,599,2020-04-24,Light
1,974,2020-04-08,Severe
3,817,2020-02-25,Light
1,261,2020-07-18,Severe
2,975,2020-05-17,Light
2,976,2020-03-05,Light
3,345,2020-03-31,Light
1,912,2020-01-28,Severe
2,630,2020-11-25,Light
1,156,2020-08-29,Severe
4,764,2020-08-06,UNK
5,977,2020-02-20,Severe
1,957,2020-08-22,Moderate
2,92,2020-11-11,Light
2,279,2020-12-12,Light
1,488,2020-11-27,Severe
5,724,2020-10-15,Severe
2,538,2020-10-13,Light
2,966,2020-03-17,Light
2,206,2020-07-07,Light
1,646,2020-07-22,Severe
2,58,2020-04-15,Light
2,960,2020-08-14,Light
2,978,2020-02-23,Light
2,979,2020-05-29,Light
1,124,2020-11-26,Severe
2,980,2020-06-03,Light
2,307,2020-11-13,Light
2,136,2020-08-31,Light
1,625,2020-10-21,Severe
2,981,2020-09-09,Light
1,982,2020-12-04,Severe
2,983,2020-03-12,Light
1,298,2020-04-28,Severe
1,984,2020-09-12,Severe
2,985,2020-08-13,Light
1,959,2020-07-08,Moderate
4,986,2020-05-05,UNK
2,284,2020-09-25,Light
1,681,2020-02-01,Severe
2,987,2020-02-19,Heavy
1,882,2020-03-26,Severe
2,483,2020-09-24,Light
1,681,2020-03-30,Severe
3,988,2020-04-12,Light
3,396,2020-01-07,Light
3,363,2020-12-20,Light
2,19,2020-06-16,Light
1,990,2020-03-23,Severe
4,19,2020-09-09,UNK
2,565,2020-04-23,Light
2,175,2020-10-01,Light
2,194,2020-07-22,Light
1,464,2020-03-01,Severe
1,991,2020-08-26,Moderate
1,992,2020-03-25,Severe
1,993,2020-10-01,Severe
1,337,2020-07-08,Severe
1,532,2020-08-21,Severe
2,994,2020-11-29,Light
2,995,2020-08-09,Light
2,142,2020-03-14,Light
1,823,2020-05-22,Severe
2,929,2020-12-30,Light
1,996,2020-08-30,Moderate
1,429,2020-03-19,Severe
2,163,2020-11-12,Heavy
2,998,2020-02-11,Light
3,469,2020-04-03,Light
1,999,2020-09-24,Severe
1,232,2020-11-25,Severe
2,338,2020-03-13,Light
2,1000,2020-09-10,Moderate
2,555,2020-09-13,Light
2,294,2020-01-05,Light
2,1001,2020-11-15,Light
5,1002,2020-09-16,Severe
2,29,2020-06-01,Light
2,761,2020-09-18,Moderate
1,215,2020-03-03,Severe
1,1003,2020-08-21,Severe
1,1004,2020-01-03,Severe
2,244,2020-09-10,Light
2,789,2020-10-29,Light
2,51,2020-05-25,Light
4,1005,2020-09-29,UNK
2,321,2020-02-05,Light
1,776,2020-04-13,Severe
3,56,2020-01-19,Moderate
2,1007,2020-09-10,Light
2,16,2020-03-29,Light
2,336,2020-09-27,Light
2,1009,2020-02-20,Light
1,1010,2020-10-23,Severe
1,302,2020-04-05,Severe
3,1011,2020-02-07,Heavy
1,623,2020-10-30,Severe
4,237,2020-07-25,UNK
3,163,2020-02-17,Light
1,1012,2020-03-26,Severe
2,1013,2020-12-14,Light
1,1014,2020-10-10,Severe
2,692,2020-12-12,Light
2,895,2020-05-23,Light
1,29,2020-01-26,Severe
2,1016,2020-03-11,Light
2,190,2020-05-17,Light
1,391,2020-09-25,Severe
2,411,2020-03-10,Light
2,1017,2020-10-21,Light
3,1018,2020-02-07,Light
6,1019,2020-06-29,Severe
1,445,2020-10-17,Severe
4,384,2020-03-04,UNK
1,1020,2020-10-14,Severe
1,1021,2020-11-03,Moderate
2,276,2020-03-10,Light
2,1023,2020-01-24,Light
2,1024,2020-03-19,Light
5,23,2020-09-19,Severe
2,285,2020-01-10,Light
3,585,2020-12-26,Light
2,5,2020-06-05,Light
5,1026,2020-05-01,Severe
2,442,2020-10-20,Light
3,50,2020-03-13,Light
1,1027,2020-12-17,Severe
2,150,2020-11-11,Light
3,1028,2020-03-22,Heavy
1,1029,2020-08-19,Moderate
2,238,2020-11-09,Light
2,261,2020-11-25,Light
4,1030,2020-07-25,UNK
2,1012,2020-02-27,Light
2,1031,2020-09-16,Moderate
1,1032,2020-09-25,Severe
3,1033,2020-02-28,Light
1,617,2020-09-10,Severe
2,454,2020-05-28,Light
2,1030,2020-07-05,Light
2,670,2020-01-18,Light
2,155,2020-03-04,Light
3,951,2020-01-30,Light
2,385,2020-02-24,Light
2,1035,2020-04-07,Light
2,1036,2020-05-18,Light
2,408,2020-03-11,Light
2,415,2020-11-14,Light
1,1037,2020-09-18,Severe
1,600,2020-12-09,Moderate
2,1038,2020-09-18,Light
3,702,2020-11-30,Light
2,1040,2020-01-23,Light
2,48,2020-03-04,Light
1,1041,2020-04-26,Severe
3,1042,2020-02-07,Light
1,1043,2020-08-11,Severe
2,206,2020-06-30,Light
2,702,2020-05-17,Moderate
2,982,2020-03-20,Light
2,1044,2020-02-27,Light
2,381,2020-09-03,Light
1,1036,2020-06-15,Severe
2,481,2020-11-21,Light
2,426,2020-08-01,Light
2,1046,2020-07-31,Light
1,586,2020-03-22,Severe
2,343,2020-05-25,Light
2,321,2020-03-03,Light
2,1047,2020-08-21,Light
3,1048,2020-03-29,Heavy
2,776,2020-04-07,Light
1,419,2020-08-18,Severe
5,156,2020-10-20,Severe
2,954,2020-09-01,Moderate
1,1049,2020-03-28,Severe
2,1050,2020-03-31,Light
3,47,2020-04-13,Light
3,801,2020-11-10,Light
2,150,2020-10-28,Light
1,569,2020-08-17,Severe
1,232,2020-10-20,Severe
2,979,2020-06-30,Light
2,1051,2020-03-31,Light
2,302,2020-09-02,Heavy
1,1052,2020-03-25,Severe
2,19,2020-09-01,Light
2,57,2020-07-30,Light
2,335,2020-05-18,Light
1,164,2020-12-24,Moderate
1,1053,2020-03-23,Severe
1,280,2020-12-03,Moderate
2,1054,2020-01-03,Light
1,1055,2020-06-02,Moderate
3,80,2020-10-30,Moderate
3,1056,2020-01-29,Light
1,1057,2020-04-19,Severe
4,1058,2020-07-29,UNK
2,275,2020-04-24,Light
2,370,2020-06-06,Light
2,1059,2020-03-11,Light
2,660,2020-02-13,Light
2,331,2020-01-01,Light
2,429,2020-03-06,Light
2,682,2020-01-10,Light
1,888,2020-06-27,Severe
1,1060,2020-01-26,Severe
2,56,2020-11-23,Moderate
3,531,2020-10-18,Light
2,580,2020-01-18,Light
1,174,2020-12-31,Severe
2,1061,2020-05-06,Light
1,239,2020-01-25,Severe
2,743,2020-10-28,Light
2,885,2020-11-15,Light
1,1062,2020-09-22,Severe
1,1063,2020-01-10,Moderate
2,859,2020-05-19,Moderate
2,1064,2020-08-28,Heavy
2,884,2020-01-03,Light
4,1065,2020-02-12,UNK
2,1066,2020-09-30,Light
3,1067,2020-02-11,Light
2,675,2020-01-18,Light
3,1068,2020-12-02,Light
2,416,2020-04-13,Moderate
2,219,2020-09-17,Moderate
1,1069,2020-10-20,Severe
3,357,2020-03-14,Light
1,1070,2020-11-22,Moderate
2,317,2020-08-19,Light
1,508,2020-01-30,Severe
6,31,2020-08-04,Severe
1,389,2020-02-06,Severe
1,639,2020-03-24,Severe
2,15,2020-10-28,Light
2,1072,2020-08-24,Light
2,5,2020-07-12,Light
3,646,2020-11-01,Light
3,889,2020-11-24,Light
2,1073,2020-11-12,Light
3,852,2020-01-04,Light
2,23,2020-12-25,Light
2,672,2020-05-02,Light
1,1074,2020-01-03,Severe
2,299,2020-01-11,Light
2,37,2020-10-28,Heavy
2,1076,2020-09-09,Light
2,831,2020-03-14,Light
1,743,2020-06-05,Moderate
2,1077,2020-10-08,Light
1,1078,2020-10-12,Moderate
2,1079,2020-08-03,Light
2,1080,2020-05-05,Light
1,597,2020-09-21,Severe
1,1081,2020-01-18,Severe
1,149,2020-01-13,Moderate
3,730,2020-02-27,Moderate
2,57,2020-07-07,Light
3,86,2020-01-27,Light
1,108,2020-05-24,Severe
2,1082,2020-05-25,Light
2,28,2020-03-31,Light
1,42,2020-09-14,Moderate
2,913,2020-01-14,Light
1,397,2020-03-11,Moderate
2,169,2020-05-12,Heavy
2,1083,2020-07-19,Light
1,52,2020-08-16,Severe
2,664,2020-08-28,Light
3,1084,2020-04-09,Light
1,516,2020-03-14,Severe
2,282,2020-06-21,Light
1,273,2020-11-16,Severe
2,215,2020-02-05,Light
2,396,2020-01-04,Light
2,1085,2020-12-11,Moderate
4,66,2020-08-07,UNK
2,1086,2020-11-26,Light
5,295,2020-09-30,Severe
2,19,2020-04-13,Moderate
2,5,2020-05-06,Light
1,719,2020-11-07,Severe
2,1087,2020-02-25,Light
5,321,2020-08-14,Severe
1,303,2020-01-14,Severe
5,653,2020-02-13,Severe
2,1089,2020-02-02,Light
2,1090,2020-07-19,Light
1,396,2020-03-27,Severe
2,1092,2020-09-18,Light
3,676,2020-03-13,Light
2,1093,2020-05-21,Light
2,512,2020-04-21,Light
1,1094,2020-03-30,Severe
1,1095,2020-06-09,Moderate
2,299,2020-02-10,Light
2,75,2020-03-24,Moderate
6,465,2020-08-03,Severe
2,1021,2020-03-23,Light
3,888,2020-01-27,Light
2,1096,2020-06-24,Moderate
2,1007,2020-11-10,Light
2,274,2020-07-23,Light
2,625,2020-03-15,Light
2,840,2020-12-14,Light
2,282,2020-01-10,Light
2,1097,2020-11-07,Light
1,1098,2020-05-28,Severe
2,1099,2020-08-04,Heavy
2,479,2020-06-09,Moderate
2,1100,2020-06-04,Light
1,203,2020-06-06,Severe
2,1101,2020-09-09,Light
1,1102,2020-01-26,Severe
2,983,2020-05-19,Light
2,1103,2020-08-14,Light
2,208,2020-06-30,Light
1,205,2020-07-04,Severe
2,1104,2020-10-25,Light
3,1105,2020-01-21,Light
1,1106,2020-10-14,Severe
2,1107,2020-11-09,Moderate
2,1020,2020-10-23,Moderate
2,448,2020-03-19,Light
2,1108,2020-09-10,Light
2,641,2020-12-13,Light
1,65,2020-02-13,Moderate
3,126,2020-02-02,Light
2,491,2020-05-10,Light
1,411,2020-08-27,Severe
2,378,2020-05-14,Light
2,333,2020-10-29,Light
1,516,2020-03-24,Moderate
2,1099,2020-05-26,Light
2,249,2020-04-24,Light
1,673,2020-12-05,Moderate
1,1109,2020-02-12,Severe
1,424,2020-03-28,Severe
2,1110,2020-05-17,Light
2,358,2020-07-23,Light
1,430,2020-11-26,Severe
4,1111,2020-07-27,UNK
3,1112,2020-02-12,Light
2,1113,2020-12-10,Light
6,348,2020-12-29,Severe
2,518,2020-05-15,Light
1,176,2020-10-04,Severe
1,1114,2020-01-12,Severe
2,587,2020-06-02,Light
1,372,2020-07-14,Moderate
2,372,2020-07-08,Light
4,276,2020-08-28,UNK
1,801,2020-03-17,Severe
2,1040,2020-08-01,Light
3,232,2020-01-17,Moderate
2,256,2020-08-10,Light
2,1117,2020-07-17,Light
5,392,2020-04-29,Severe
2,758,2020-02-12,Moderate
1,474,2020-10-21,Severe
1,1119,2020-09-03,Moderate
3,71,2020-01-28,Light
1,1087,2020-08-21,Severe
3,1120,2020-02-01,Light
2,1121,2020-10-12,Light
2,335,2020-03-02,Light
5,576,2020-06-10,Severe
1,20,2020-09-22,Severe
2,908,2020-09-12,Light
2,327,2020-06-08,Moderate
1,414,2020-01-15,Severe
2,1111,2020-10-21,Light
2,242,2020-05-20,Light
2,6,2020-01-19,Light
1,503,2020-03-29,Severe
2,559,2020-04-10,Light
2,1122,2020-09-10,Light
